entityId;key;ts;value;datetime
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759218588237;68.9;2025-09-30 09:49:48.237000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759217388512;68.7;2025-09-30 09:29:48.512000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759216188777;65.6;2025-09-30 09:09:48.777000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759214989052;59.9;2025-09-30 08:49:49.052000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759213789300;65.7;2025-09-30 08:29:49.300000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759212589545;63.7;2025-09-30 08:09:49.545000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759211389815;62.6;2025-09-30 07:49:49.815000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759210190098;59.5;2025-09-30 07:29:50.098000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759208990345;63.5;2025-09-30 07:09:50.345000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759207790625;62.3;2025-09-30 06:49:50.625000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759206590877;60.6;2025-09-30 06:29:50.877000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759205391084;62.8;2025-09-30 06:09:51.084000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759204191383;54.6;2025-09-30 05:49:51.383000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759202991662;61.4;2025-09-30 05:29:51.662000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759201791943;64.8;2025-09-30 05:09:51.943000+02:00
a4d4afc0-6eb6-11ef-b667-951a94d6009e;relativeHumidity;1759200592181;57.8;2025-09-30 04:49:52.181000+02:00
